Year ,Month ,RATED KW,VOLTS ,RATED AMP,TESTING AMP,TEMPERATURE,HUMIDITY ,Fault 
2022,June ,0.1,318,2,,5.66,2.90,Over Load
2022,June ,0.25,229,4,,22.63,11.60,Over Load
2022,June ,0.8,252,1,,1.41,0.72,Insulation Weak
2022,June ,0.65,248,0.5,0.4,0.35,0.18,Insulation Weak
2022,June ,0.65,317,0.5,0.4,0.35,0.18,Insulation Weak
2022,June ,0.7,286,0.5,0.4,0.35,0.18,Insulation Weak
2022,June ,0.6,286,0.5,0.4,0.35,0.18,Insulation Weak
2022,June ,1.1,221,2.8,2,11.09,5.68,Over Load
2022,July,0.8,216,2,,5.66,2.90,Over Load
2022,July,0.6,215,0.5,0.4,0.35,0.18,Insulation Weak
2022,July,0.4,302,2,1.2,5.66,2.90,Over Load 
2022,July,1200,359,6.2,,54.36,27.86,Phase Miss
2022,July,7.5,249,13.8,5,269.32,138.02,Phase Miss
2022,July,7.5,230,14.3,5,289.19,148.20,Phase Miss
2022,July,0.5,264,1.5,1,3.18,1.63,Over Load 
2022,July,0.147,221,1.1,0.6,1.71,0.88,Over Load 
2022,July,1.5,375,3.22,2,14.66,7.51,Over Load 
2022,July,1.5,399,3.22,2,14.66,7.51,Phase Miss
2022,July,2.2,219,4.8,1,32.58,16.70,Water Penetration
2022,July,1.5,373,3.2,2,14.48,7.42,Insulation Weak
2022,August,7.5,209,14.3,10,289.19,148.20,Water Penetration
2022,August,11,337,22.3,,703.27,360.40,Over Load
2022,August,40,276,1,,1.41,0.72,Bush Jamed
2022,August,0.55,325,1.5,,3.18,1.63,Over Load
2022,August,0.65,225,0.5,0.4,0.35,0.18,Insulation Weak
2022,August,2.2,337,4.2,2,24.95,12.78,Water Penetration
2022,August,1.1,215,2.8,2,11.09,5.68,Phase Miss
2022,August,0.5,264,1.2,,2.04,1.04,Bearing Jamed
2022,August,1.1,201,2.13,,6.42,3.29,Over Load
2022,August,0.4,307,2.9,1.4,11.89,6.09,Over Load
2022,August,11,248,22.3,12,703.27,360.40,Phase Miss
2022,August,0.18,295,,0.2,0.00,0.00,Insulation Weak
2022,August,0.12,337,0.5,0.4,0.35,0.18,Insulation Weak
2022,August,2.2,329,5,2.8,35.36,18.12,Over Load
2022,Septeember ,5.5,375,10.5,,155.92,79.90,Over Load 
2022,septmeber ,0.6,229,0.5,0.4,0.35,0.18,Insulation Weak
2022,septmeber ,1.1,280,2.8,1.8,11.09,5.68,Phase Miss
2022,septmeber ,0.4,335,1.03,0.8,1.50,0.77,Over Load
2022,septmeber ,5.5,272,10.9,5,168.02,86.10,Over Load
2022,septmeber ,0.75,319,5.5,2.8,42.78,21.92,Over Load
2022,septmeber ,0.08,369,0.34,0.3,0.16,0.08,Insulation Weak
2022,septmeber ,0.12,342,0.54,0.4,0.41,0.21,Over Load
2022,septmeber ,0.18,240,0.63,0.4,0.56,0.29,Over Load
2022,septmeber ,0.18,328,0.63,0.4,0.56,0.29,Phase Miss
2022,septmeber ,1.1,366,3,1.9,12.73,6.52,Over Load
2022,septmeber ,0.65,293,0.5,0.4,0.35,0.18,Insulation Weak
2022,septmeber ,0.55,366,1.6,1.2,3.62,1.86,Over Load
2022,septmeber ,0.04,360,0.24,0.2,0.08,0.04,Over Load
2022,septmeber ,1.1,347,2.13,1.7,6.42,3.29,Insulation Weak
2022,septmeber ,0.1,399,0.35,,0.17,0.09,Over Load
